specification,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,calmar,turnover,transaction_costs,hit_rate,profit_factor,average_holding_period_days,round_trips
mom_20,0.0068659205984626,0.0999830699040654,0.1183879689981454,0.1684514755491713,-0.236204812827891,0.0290676574971632,17.851653500016578,129517.81465685838,0.5178453403833444,0.9981896203460372,28.293621943159287,6052
mom_60,-0.0254281728740189,0.1012679658776851,-0.2036114358503095,-0.2762690597853566,-0.3352317448108514,-0.0758525207341756,10.538151990194915,68531.47536857793,0.5264595425059747,0.8783482563164539,68.97678388528509,5858
mom_120,0.016403129122968,0.103057277315386,0.2094870545780418,0.2890459633985154,-0.3048688490175597,0.0538038870675936,7.310806454774764,61492.70753608272,0.5564399421128798,1.0654735129616826,138.31096237337192,5528
mr_5,-0.0206090215289477,0.1782868376930581,-0.0278324463506196,-0.0395038720903064,-0.4099842692932214,-0.0502678348232139,32.33399574742556,190675.5309065104,0.4036829752662935,0.9128152900998384,12.052897634952158,5539
mr_20,-0.040120043541276,0.1796535421531018,-0.1381951943555813,-0.1942450266045241,-0.5200696872851585,-0.0771435915650241,33.18440864925782,169607.47775074735,0.3763908205841446,0.8623592275142821,11.582232267037552,5752
mr_60,-0.0245100359490778,0.1807281226922119,-0.0470856907427267,-0.0668456986366288,-0.4682722400943364,-0.0523414241769705,32.54605579637335,177168.35597470705,0.3744033940251016,0.9034975811032444,12.111896765069824,5657
pairs_60,-0.000445956291998,0.0068395942925183,-0.0618027555642873,-0.0957446267147363,-0.0274202518150966,-0.0162637562559703,1.0382175050297415,7210.776620733871,0.4629629629629629,0.9418067493239765,6.666666666666667,54
pairs_120,0.0007024291127797,0.0049370940454824,0.1446930573233198,0.2167974144801422,-0.0130058737508241,0.0540086061296129,0.5213523952235463,3675.3811307691817,0.4705882352941176,1.1363059121542876,8.176470588235293,34
pairs_252,-0.0018085197977822,0.0049098387454163,-0.3661655584691904,-0.4828591528549761,-0.0272533818109647,-0.0663606454602232,0.4404592800196069,3064.150885270674,0.3409090909090909,0.5093546150561222,7.136363636363637,44
